name,ngpus,TP,PP,EP,CP,DP,sub_seq_length,micro_batch_size,num_of_micro_batches,pipeline_parallelism_bubble_rate,data_parallel_sharding_strategy,total_memory_gb,model_and_optimizer_states_memory_gb,activations_memory_gb,cross_entropy_activation_memory_gb,practice_activations_memory_gb,expert_parameters_m,non_expert_parameters_m,expert_layers_activations_gb,practice_expert_layers_activations_gb,non_expert_layers_activations_gb,mlp_activation_mb,moe_activation_mb,token_imbalance_hypothesis
LLaMA-3.1 70B,8,1,1,1,8,1,1024,1,4096.0,0.0,OPTIMIZER_STATES_AND_GRADS,1207.07470703125,1182.7265625,24.34814453125,1.22314453125,24.34814453125,0.0,67284.0,0.0,0.0,24.34814453125,184.0,16.0,1.0
LLaMA-3.1 70B,8,1,1,1,8,1,1024,2,2048.0,0.0,OPTIMIZER_STATES_AND_GRADS,1231.4228515625,1182.7265625,48.6962890625,2.4462890625,48.6962890625,0.0,67284.0,0.0,0.0,48.6962890625,368.0,32.0,1.0
LLaMA-3.1 70B,8,1,1,1,8,1,1024,4,1024.0,0.0,OPTIMIZER_STATES_AND_GRADS,1280.119140625,1182.7265625,97.392578125,4.892578125,97.392578125,0.0,67284.0,0.0,0.0,97.392578125,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,1,1,8,1,1024,1,4096.0,0.0,FULLY_SHARD,1075.66064453125,1051.3125,24.34814453125,1.22314453125,24.34814453125,0.0,67284.0,0.0,0.0,24.34814453125,184.0,16.0,1.0
LLaMA-3.1 70B,8,1,1,1,8,1,1024,2,2048.0,0.0,FULLY_SHARD,1100.0087890625,1051.3125,48.6962890625,2.4462890625,48.6962890625,0.0,67284.0,0.0,0.0,48.6962890625,368.0,32.0,1.0
LLaMA-3.1 70B,8,1,1,1,8,1,1024,4,1024.0,0.0,FULLY_SHARD,1148.705078125,1051.3125,97.392578125,4.892578125,97.392578125,0.0,67284.0,0.0,0.0,97.392578125,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,2,1,1,4,8192,1,1024.0,0.0009765625,NO_OP,776.36328125,591.36328125,185.0,9.78515625,185.0,0.0,33642.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,2,1,1,4,8192,2,512.0,0.001953125,NO_OP,961.36328125,591.36328125,370.0,19.5703125,370.0,0.0,33642.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,2,1,1,4,8192,4,256.0,0.00390625,NO_OP,1331.36328125,591.36328125,740.0,39.140625,740.0,0.0,33642.0,0.0,0.0,740.0,5888.0,512.0,1.0
LLaMA-3.1 70B,8,1,2,1,1,4,8192,1,1024.0,0.0009765625,OPTIMIZER_STATES,480.681640625,295.681640625,185.0,9.78515625,185.0,0.0,33642.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,2,1,1,4,8192,2,512.0,0.001953125,OPTIMIZER_STATES,665.681640625,295.681640625,370.0,19.5703125,370.0,0.0,33642.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,2,1,1,4,8192,4,256.0,0.00390625,OPTIMIZER_STATES,1035.681640625,295.681640625,740.0,39.140625,740.0,0.0,33642.0,0.0,0.0,740.0,5888.0,512.0,1.0
LLaMA-3.1 70B,8,1,2,1,1,4,8192,1,1024.0,0.0009765625,OPTIMIZER_STATES_AND_GRADS,382.12109375,197.12109375,185.0,9.78515625,185.0,0.0,33642.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,2,1,1,4,8192,2,512.0,0.001953125,OPTIMIZER_STATES_AND_GRADS,567.12109375,197.12109375,370.0,19.5703125,370.0,0.0,33642.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,2,1,1,4,8192,4,256.0,0.00390625,OPTIMIZER_STATES_AND_GRADS,937.12109375,197.12109375,740.0,39.140625,740.0,0.0,33642.0,0.0,0.0,740.0,5888.0,512.0,1.0
LLaMA-3.1 70B,8,1,2,1,1,4,8192,1,1024.0,0.0009765625,FULLY_SHARD,316.4140625,131.4140625,185.0,9.78515625,185.0,0.0,33642.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,2,1,1,4,8192,2,512.0,0.001953125,FULLY_SHARD,501.4140625,131.4140625,370.0,19.5703125,370.0,0.0,33642.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,2,1,1,4,8192,4,256.0,0.00390625,FULLY_SHARD,871.4140625,131.4140625,740.0,39.140625,740.0,0.0,33642.0,0.0,0.0,740.0,5888.0,512.0,1.0
LLaMA-3.1 70B,8,1,2,1,2,2,4096,1,2048.0,0.00048828125,NO_OP,683.86328125,591.36328125,92.5,4.892578125,92.5,0.0,33642.0,0.0,0.0,92.5,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,2,1,2,2,4096,2,1024.0,0.0009765625,NO_OP,776.36328125,591.36328125,185.0,9.78515625,185.0,0.0,33642.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,2,1,2,2,4096,4,512.0,0.001953125,NO_OP,961.36328125,591.36328125,370.0,19.5703125,370.0,0.0,33642.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,2,1,2,2,4096,1,2048.0,0.00048828125,OPTIMIZER_STATES,486.7421875,394.2421875,92.5,4.892578125,92.5,0.0,33642.0,0.0,0.0,92.5,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,2,1,2,2,4096,2,1024.0,0.0009765625,OPTIMIZER_STATES,579.2421875,394.2421875,185.0,9.78515625,185.0,0.0,33642.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,2,1,2,2,4096,4,512.0,0.001953125,OPTIMIZER_STATES,764.2421875,394.2421875,370.0,19.5703125,370.0,0.0,33642.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,2,1,2,2,4096,1,2048.0,0.00048828125,OPTIMIZER_STATES_AND_GRADS,421.03515625,328.53515625,92.5,4.892578125,92.5,0.0,33642.0,0.0,0.0,92.5,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,2,1,2,2,4096,2,1024.0,0.0009765625,OPTIMIZER_STATES_AND_GRADS,513.53515625,328.53515625,185.0,9.78515625,185.0,0.0,33642.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,2,1,2,2,4096,4,512.0,0.001953125,OPTIMIZER_STATES_AND_GRADS,698.53515625,328.53515625,370.0,19.5703125,370.0,0.0,33642.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,2,1,2,2,4096,1,2048.0,0.00048828125,FULLY_SHARD,355.328125,262.828125,92.5,4.892578125,92.5,0.0,33642.0,0.0,0.0,92.5,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,2,1,2,2,4096,2,1024.0,0.0009765625,FULLY_SHARD,447.828125,262.828125,185.0,9.78515625,185.0,0.0,33642.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,2,1,2,2,4096,4,512.0,0.001953125,FULLY_SHARD,632.828125,262.828125,370.0,19.5703125,370.0,0.0,33642.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,2,1,4,1,2048,1,4096.0,0.000244140625,NO_OP,637.61328125,591.36328125,46.25,2.4462890625,46.25,0.0,33642.0,0.0,0.0,46.25,368.0,32.0,1.0
LLaMA-3.1 70B,8,1,2,1,4,1,2048,2,2048.0,0.00048828125,NO_OP,683.86328125,591.36328125,92.5,4.892578125,92.5,0.0,33642.0,0.0,0.0,92.5,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,2,1,4,1,2048,4,1024.0,0.0009765625,NO_OP,776.36328125,591.36328125,185.0,9.78515625,185.0,0.0,33642.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,2,1,4,1,2048,1,4096.0,0.000244140625,OPTIMIZER_STATES,637.61328125,591.36328125,46.25,2.4462890625,46.25,0.0,33642.0,0.0,0.0,46.25,368.0,32.0,1.0
LLaMA-3.1 70B,8,1,2,1,4,1,2048,2,2048.0,0.00048828125,OPTIMIZER_STATES,683.86328125,591.36328125,92.5,4.892578125,92.5,0.0,33642.0,0.0,0.0,92.5,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,2,1,4,1,2048,4,1024.0,0.0009765625,OPTIMIZER_STATES,776.36328125,591.36328125,185.0,9.78515625,185.0,0.0,33642.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,2,1,4,1,2048,1,4096.0,0.000244140625,OPTIMIZER_STATES_AND_GRADS,637.61328125,591.36328125,46.25,2.4462890625,46.25,0.0,33642.0,0.0,0.0,46.25,368.0,32.0,1.0
LLaMA-3.1 70B,8,1,2,1,4,1,2048,2,2048.0,0.00048828125,OPTIMIZER_STATES_AND_GRADS,683.86328125,591.36328125,92.5,4.892578125,92.5,0.0,33642.0,0.0,0.0,92.5,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,2,1,4,1,2048,4,1024.0,0.0009765625,OPTIMIZER_STATES_AND_GRADS,776.36328125,591.36328125,185.0,9.78515625,185.0,0.0,33642.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,2,1,4,1,2048,1,4096.0,0.000244140625,FULLY_SHARD,571.90625,525.65625,46.25,2.4462890625,46.25,0.0,33642.0,0.0,0.0,46.25,368.0,32.0,1.0
LLaMA-3.1 70B,8,1,2,1,4,1,2048,2,2048.0,0.00048828125,FULLY_SHARD,618.15625,525.65625,92.5,4.892578125,92.5,0.0,33642.0,0.0,0.0,92.5,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,2,1,4,1,2048,4,1024.0,0.0009765625,FULLY_SHARD,710.65625,525.65625,185.0,9.78515625,185.0,0.0,33642.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,4,1,1,2,8192,1,2048.0,0.00146484375,NO_OP,489.48828125,304.48828125,185.0,9.78515625,185.0,0.0,17322.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,4,1,1,2,8192,2,1024.0,0.0029296875,NO_OP,674.48828125,304.48828125,370.0,19.5703125,370.0,0.0,17322.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,4,1,1,2,8192,4,512.0,0.005859375,NO_OP,1044.48828125,304.48828125,740.0,39.140625,740.0,0.0,17322.0,0.0,0.0,740.0,5888.0,512.0,1.0
LLaMA-3.1 70B,8,1,4,1,1,2,8192,1,2048.0,0.00146484375,OPTIMIZER_STATES,387.9921875,202.9921875,185.0,9.78515625,185.0,0.0,17322.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,4,1,1,2,8192,2,1024.0,0.0029296875,OPTIMIZER_STATES,572.9921875,202.9921875,370.0,19.5703125,370.0,0.0,17322.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,4,1,1,2,8192,4,512.0,0.005859375,OPTIMIZER_STATES,942.9921875,202.9921875,740.0,39.140625,740.0,0.0,17322.0,0.0,0.0,740.0,5888.0,512.0,1.0
LLaMA-3.1 70B,8,1,4,1,1,2,8192,1,2048.0,0.00146484375,OPTIMIZER_STATES_AND_GRADS,354.16015625,169.16015625,185.0,9.78515625,185.0,0.0,17322.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,4,1,1,2,8192,2,1024.0,0.0029296875,OPTIMIZER_STATES_AND_GRADS,539.16015625,169.16015625,370.0,19.5703125,370.0,0.0,17322.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,4,1,1,2,8192,4,512.0,0.005859375,OPTIMIZER_STATES_AND_GRADS,909.16015625,169.16015625,740.0,39.140625,740.0,0.0,17322.0,0.0,0.0,740.0,5888.0,512.0,1.0
LLaMA-3.1 70B,8,1,4,1,1,2,8192,1,2048.0,0.00146484375,FULLY_SHARD,320.328125,135.328125,185.0,9.78515625,185.0,0.0,17322.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,4,1,1,2,8192,2,1024.0,0.0029296875,FULLY_SHARD,505.328125,135.328125,370.0,19.5703125,370.0,0.0,17322.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,4,1,1,2,8192,4,512.0,0.005859375,FULLY_SHARD,875.328125,135.328125,740.0,39.140625,740.0,0.0,17322.0,0.0,0.0,740.0,5888.0,512.0,1.0
LLaMA-3.1 70B,8,1,4,1,2,1,4096,1,4096.0,0.000732421875,NO_OP,396.98828125,304.48828125,92.5,4.892578125,92.5,0.0,17322.0,0.0,0.0,92.5,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,4,1,2,1,4096,2,2048.0,0.00146484375,NO_OP,489.48828125,304.48828125,185.0,9.78515625,185.0,0.0,17322.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,4,1,2,1,4096,4,1024.0,0.0029296875,NO_OP,674.48828125,304.48828125,370.0,19.5703125,370.0,0.0,17322.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,4,1,2,1,4096,1,4096.0,0.000732421875,OPTIMIZER_STATES,396.98828125,304.48828125,92.5,4.892578125,92.5,0.0,17322.0,0.0,0.0,92.5,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,4,1,2,1,4096,2,2048.0,0.00146484375,OPTIMIZER_STATES,489.48828125,304.48828125,185.0,9.78515625,185.0,0.0,17322.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,4,1,2,1,4096,4,1024.0,0.0029296875,OPTIMIZER_STATES,674.48828125,304.48828125,370.0,19.5703125,370.0,0.0,17322.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,4,1,2,1,4096,1,4096.0,0.000732421875,OPTIMIZER_STATES_AND_GRADS,396.98828125,304.48828125,92.5,4.892578125,92.5,0.0,17322.0,0.0,0.0,92.5,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,4,1,2,1,4096,2,2048.0,0.00146484375,OPTIMIZER_STATES_AND_GRADS,489.48828125,304.48828125,185.0,9.78515625,185.0,0.0,17322.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,4,1,2,1,4096,4,1024.0,0.0029296875,OPTIMIZER_STATES_AND_GRADS,674.48828125,304.48828125,370.0,19.5703125,370.0,0.0,17322.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,4,1,2,1,4096,1,4096.0,0.000732421875,FULLY_SHARD,363.15625,270.65625,92.5,4.892578125,92.5,0.0,17322.0,0.0,0.0,92.5,736.0,64.0,1.0
LLaMA-3.1 70B,8,1,4,1,2,1,4096,2,2048.0,0.00146484375,FULLY_SHARD,455.65625,270.65625,185.0,9.78515625,185.0,0.0,17322.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,4,1,2,1,4096,4,1024.0,0.0029296875,FULLY_SHARD,640.65625,270.65625,370.0,19.5703125,370.0,0.0,17322.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,8,1,1,1,8192,1,4096.0,0.001708984375,NO_OP,346.05078125,161.05078125,185.0,9.78515625,185.0,0.0,9162.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,8,1,1,1,8192,2,2048.0,0.00341796875,NO_OP,531.05078125,161.05078125,370.0,19.5703125,370.0,0.0,9162.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,8,1,1,1,8192,4,1024.0,0.0068359375,NO_OP,901.05078125,161.05078125,740.0,39.140625,740.0,0.0,9162.0,0.0,0.0,740.0,5888.0,512.0,1.0
LLaMA-3.1 70B,8,1,8,1,1,1,8192,1,4096.0,0.001708984375,OPTIMIZER_STATES,346.05078125,161.05078125,185.0,9.78515625,185.0,0.0,9162.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,8,1,1,1,8192,2,2048.0,0.00341796875,OPTIMIZER_STATES,531.05078125,161.05078125,370.0,19.5703125,370.0,0.0,9162.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,8,1,1,1,8192,4,1024.0,0.0068359375,OPTIMIZER_STATES,901.05078125,161.05078125,740.0,39.140625,740.0,0.0,9162.0,0.0,0.0,740.0,5888.0,512.0,1.0
LLaMA-3.1 70B,8,1,8,1,1,1,8192,1,4096.0,0.001708984375,OPTIMIZER_STATES_AND_GRADS,346.05078125,161.05078125,185.0,9.78515625,185.0,0.0,9162.0,0.0,0.0,185.0,1472.0,128.0,1.0
LLaMA-3.1 70B,8,1,8,1,1,1,8192,2,2048.0,0.00341796875,OPTIMIZER_STATES_AND_GRADS,531.05078125,161.05078125,370.0,19.5703125,370.0,0.0,9162.0,0.0,0.0,370.0,2944.0,256.0,1.0
LLaMA-3.1 70B,8,1,8,1,1,1,8192,4,1024.0,0.0068359375,OPTIMIZER_STATES_AND_GRADS,901.05078125,161.05078125,740.0,39.140625,740.0,0.0,9162.0,0.0,0.0,740.0,5888.0,512.0,1.0
